,code,name,address,tel,gps,level,openTime,isClose,pcode,ccode,dcode,p,c,d,longitude,latitude
8207,A0396016F07,无量寺雅迪专卖店,河南省上蔡县无量寺南街粮所斜对面,15039657863,"114.14912,33.273758",二网,8：00-19：00,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.14912,33.273758
8208,A0396016F08,杨集雅迪专卖店,河南省上蔡县杨集东头,15138140997,"114.282869,33.272494",二网,8：00-19：00,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.282869,33.272494
8209,A0396016F09,邵店雅迪专卖店,河南省上蔡县邵店街南头路西,17737382900,"114.04915355,32.98315815",二网,8：00-18：30,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.04915355,32.98315815
8210,A0396016F10,东岸雅迪专卖店,河南省上蔡县东岸广旭酒店对面,15939649685,"114.546619,33.39154",二网,8：00-19：00,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.546619,33.39154
8211,A0396016E01,兴业路公路局西雅迪电动车,河南省上蔡县兴业路公路局楼下雅迪电动车,03966934198,"114.282867,33.272489",一网,8：00-19：00,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.282867,33.272489
8212,A0396016E02,兴业路公路局东雅迪服务站,河南省上蔡县兴业路公路局楼下雅迪服务站,03966934198,"114.283734,33.272708",一网,8：00-19：00,1,410000,411700,411722,河南省,驻马店市,上蔡县,114.283734,33.272708
8213,A0396008E01,挚地大道雅迪专卖店,挚地大道78号 ,13839654606,"114.647638,32.967069",一网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.647638,32.967069
8214,A0396008E02,挚地大道雅迪专卖店服务站,挚地大道78号附近,13839654606,"114.647639,32.967068",一网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.647639,32.967068
8215,A0396008F01,东和店镇雅迪专卖店,东和店镇106国道附近雅迪,15893948416,"114.889689,33.054585",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.889689,33.054585
8216,A0396008F02,杨埠镇雅迪专卖店,杨埠镇派出所,13783328879,"114.790069,32.970966",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.790069,32.970966
8217,A0396008F03,双庙雅迪专卖店,双庙福乐家,13461814209,"114.743633,32.929617",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.743633,32.929617
8218,A0396008F04,西洋店雅迪专卖店,015县道与213省道交叉口南150米,15139640555,"114.624116,32.836221",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.624116,32.836221
8219,A0396008F05,辛店乡雅迪专卖店,平舆县冯殷线雅迪,13513965481,"114.590274,32.921583",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.590274,32.921583
8220,A0396008F06,万冢雅迪专卖店,万冢004乡道附近中学,13087085287,"114.54112,33.051175",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.54112,33.051175
8221,A0396008F07,后刘乡雅迪专卖店,011县道后刘乡派出所附近,15236902188,"114.550641,33.100507",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.550641,33.100507
8222,A0396008F08,十字路乡雅迪专卖店,十字路乡农村信用社,15103883639,"114.672229,33.140525",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.672229,33.140525
8223,A0396008F09,庙弯雅迪专卖店,庙弯008县道庙湾镇附近政府,13213430396,"114.695005,33.07933",二网,8：00-18：30,1,410000,411700,411723,河南省,驻马店市,平舆县,114.695005,33.07933
8224,A0396012E01,正阳县雅迪专卖店,河南省正阳县南环路老计生委对面雅迪专卖店,03968912751,"114.398305,32.604355",一网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.398305,32.604355
8225,A0396012F01,正阳县陡沟雅迪专卖店,陡沟镇粮所雅迪专卖店,15236382625,"114.34614,32.381045",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.34614,32.381045
8226,A0396012F02,正阳县永兴雅迪专卖店,永兴乡十字路口东30米雅迪专卖店,13783325526,"114.548364,32.508597",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.548364,32.508597
8227,A0396012F03,正阳县油坊店雅迪专卖店,油坊店邮政所西侧雅迪专卖店,13839649079,"114.637457,32.649855",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.637457,32.649855
8228,A0396012F04,正阳县王勿桥雅迪专卖店,王勿桥大桥北50米雅迪专卖店,13783319300,"114.629765,32.558176",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.629765,32.558176
8229,A0396012F05,正阳县皮店雅迪专卖店,皮店乡中心街雅迪专卖店,13723058700,"114.45713,32.364562",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.45713,32.364562
8230,A0396012F06,正阳县铜钟雅迪专卖店,铜钟乡雅迪专卖店,13461837625,"114.518192,32.427313",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.518192,32.427313
8231,A0396012F07,正阳县兰青雅迪专卖店,兰青乡医院南100米雅迪专卖店,15518312666,"114.328304,32.481744",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.328304,32.481744
8232,A0396012F08,正阳县大林雅迪专卖店,大林乡中心街北150米雅迪专卖店,13223893086,"114.532222,32.321739",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.532222,32.321739
8233,A0396012F09,正阳县熊寨雅迪专卖店,熊寨乡老街中段雅迪专卖店,13613962315,"114.249209,32.565133",二网,8：00-18：00,1,410000,411700,411724,河南省,驻马店市,正阳县,114.249209,32.565133
8234,A0396002F13,顺山店雅迪专卖店,确山县新安店镇双留路河南确山农村商业银行,13598907608,"114.13056,32.591278",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,114.13056,32.591278
8235,A0396002F05,双留路戴楼村雅迪专卖店,双留路戴楼村,13598907608,"114.11879,32.583913",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,114.11879,32.583913
8236,A0396002F03,任店镇雅迪专卖店,任店镇一中,13608448463,"113.992804,32.671705",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,113.992804,32.671705
8237,A0396002F04,瓦岗雅迪专卖店,瓦岗334省道附近工商所,13608449988,"113.844225,32.786044",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,113.844225,32.786044
8238,A0396002F11,石滚河雅迪专卖店,石滚河石桐路附近,13033841091,"113.7905,32.756161",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,113.7905,32.756161
8239,A0396002F12,里新店雅迪专卖店,李新店信用社,18135603788,"114.013929,32.547918",二网,8：00-18：30,1,410000,411700,411725,河南省,驻马店市,确山县,114.013929,32.547918
8240,A0396017E03,龙山路北段路东（县汽车站旁）雅迪专卖店,河南省驻马店市确山县龙山路149,13603802503,"114.040269,32.814654",一网,8：00-19：00,1,410000,411700,411725,河南省,驻马店市,确山县,114.040269,32.814654
8241,A0396002F08,沙河店镇雅迪专卖店,沙河店镇S333公路旁 ,13783376061,"113.739998,32.998199",二网,8：00-18：30,1,410000,411700,411726,河南省,驻马店市,泌阳县,113.739998,32.998199
8242,A0396026E01,汝南天中综合市场雅迪专卖店,汝上公路综合市场大门口（县汽车站旁）雅迪专卖店,17839603415,"114.358032,33.006508",一网,8：00-18：30,1,410000,411700,411727,河南省,驻马店市,汝南县,114.358032,33.006508
8243,A0396026F01,张楼雅迪专卖店,张楼乡政府斜对面,15093524076,"114.257168,33.117648",二网,8：00-18：30,1,410000,411700,411727,河南省,驻马店市,汝南县,114.257168,33.117648
8244,A0396026F02,和孝雅迪专卖店,和孝镇街中心,13839615649,"114.293187,32.733408",二网,8：00-18：30,1,410000,411700,411727,河南省,驻马店市,汝南县,114.293187,32.733408
8245,A0396026F03,板店雅迪专卖店,板店乡粮所旁,13103962550,"114.429151,33.067536",二网,8：00-18：30,1,410000,411700,411727,河南省,驻马店市,汝南县,114.429151,33.067536
8246,A0396026F04,金铺雅迪专卖店,金铺街北驻上公路路西,15039644119,"114.321679,33.111575",二网,8：00-18：30,1,410000,411700,411727,河南省,驻马店市,汝南县,114.321679,33.111575
8247,A0396013E01,遂平雅迪专卖店,遂平县建设路与灈阳大道交叉口往南50米路东,03964918118,"114.007608,33.151012",一网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.007608,33.151012
8248,A0396013F01,遂平花庄乡雅迪专卖店,花庄乡加油站旁雅迪专卖店,13526391544,"113.792792,33.128206",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,113.792792,33.128206
8249,A0396013F02,遂平和兴乡雅迪专卖店,和兴街,18039638187,"114.007524,33.151019",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.007524,33.151019
8250,A0396013F03,遂平嵖岈山乡雅迪专卖店,嵖岈山街,13525330279,"114.007739,33.151001",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.007739,33.151001
8251,A0396013F04,遂平玉山镇雅迪专卖店,玉山街,13673002712,"113.828538,33.200139",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,113.828538,33.200139
8252,A0396013F05,遂平文城乡雅迪专卖店,文城街,15346380861,"114.007742,33.150767",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.007742,33.150767
8253,A0396013F06,遂平沈寨乡雅迪专卖店,沈寨街,13193731368,"114.007716,33.151077",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.007716,33.151077
8254,A0396013F07,遂平常庄乡雅迪专卖店,常庄乡祥和大道邮政银行斜对面,13608448050,"114.102246,33.17671",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,114.102246,33.17671
8255,A0396013F08,遂平凤鸣谷雅迪专卖店,张台街南头,15039693204,"113.712856,33.065948",二网,8：00-18：00,1,410000,411700,411728,河南省,驻马店市,遂平县,113.712856,33.065948
8256,A0396021E01,殷实园广场雅迪专卖店,殷实园广场西北角中原银行旁边 ,13273999900,"114.971836,32.762565",一网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.971836,32.762565
8257,A0396021F01,刘庄雅迪专卖店,003乡道与004县道交叉口东100米,13513980108,"114.830387,32.753635",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.830387,32.753635
8258,A0396021F02,化庄乡雅迪专卖店,化庄乡初级中学,15893963726,"115.125067,32.821563",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.125067,32.821563
8259,A0396021F03,宋岗雅迪专卖店,宋岗中学,15138117168,"115.05138,32.690291",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.05138,32.690291
8260,A0396021F04,棠村镇雅迪专卖店,加油站西北侧100米,15103863716,"115.088007,32.86891",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.088007,32.86891
8261,A0396021F05,黄楼镇雅迪专卖店,S216中国移动西北侧60米 ,13939674057,"114.756855,32.847459",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.756855,32.847459
8262,A0396021F06,韩集镇雅迪专卖店,韩集镇004乡道 初级中学,15836611126,"115.001374,32.885594",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.001374,32.885594
8263,A0396021F07,龙口镇雅迪专卖店,龙口镇G106 客运站,15890737212,"114.950087,32.936882",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.950087,32.936882
8264,A0396021F09,十里铺乡雅迪专卖店,十里铺乡附近卫生院,13353894916,"114.946148,32.785979",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.946148,32.785979
8265,A0396021F10,砖店镇雅迪专卖店,砖店镇雅迪,15294927377,"114.814579,32.821846",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.814579,32.821846
8266,A0396021F11,李桥镇雅迪专卖店,李桥镇邮政,15039646907,"114.862736,32.85637",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,114.862736,32.85637
8267,A0396021F12,涧头雅迪专卖店,017县道附近涧头大药房,15236376303,"115.097388,32.76686",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.097388,32.76686
8268,A0396021F08,练村镇雅迪专卖店1,练村镇长江宾馆北行130米路东,13683883526,"115.14379,32.659723",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.14379,32.659723
8269,A0396021F13,练村镇雅迪专卖店2,216省道雅迪,13683883526,"115.143696,32.658313",二网,8：00-18：30,1,410000,411700,411729,河南省,驻马店市,新蔡县,115.143696,32.658313
8270,A0374005E04,文昌路南街雅迪服务站,文昌路吉利汽车济源大众服务站向北100（南街菜市场东门口）,03916696380,"112.599564,35.091795",一网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.599564,35.091795
8271,A0374005F01,思礼雅迪专卖店,思礼镇交通行政执法支队四大队向东300米,15236774413,"112.504323,35.105272",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.504323,35.105272
8272,A0374005F02,坡头雅迪专卖店,坡头雅迪济涧村大连街西霞湖市场向西30米,13233954925,"112.531473,34.927118",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.531473,34.927118
8273,A0374005F03,克井雅迪专卖店,克井镇北辰路怡山苑向北20米,13693917070,"112.555399,35.162026",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.555399,35.162026
8274,A0374005F04,辛庄雅迪专卖店,辛庄医院西邻,13938175262,"112.692148,35.140137",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.692148,35.140137
8275,A0374005F05,吉利雅迪专卖店,吉利东风标致4S店旁边,15978608680,"112.631988,34.905182",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.631988,34.905182
8276,A0374005F06,梨林雅迪专卖店,梨林镇梨苑大道梨苑广场附近,03916055011,"112.714468,35.082881",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.714468,35.082881
8277,A0374005F07,王屋雅迪专卖店,王屋镇政府东100米,18839016665,"112.280403,35.119658",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.280403,35.119658
8278,A0374005F08,邵原雅迪专卖店,工商局邵原工商局向东50米,13838946312,"112.138682,35.165591",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.138682,35.165591
8279,A0374005F09,尚庄大街雅迪专卖店,五龙口镇尚庄大街尚前村卫生室向东80米,15517753190,"112.735974,35.160036",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.735974,35.160036
8280,A0374005F10,天江雅迪专卖店,轵城镇华中冶金机械有限公司向东50米,15993784966,"112.666375,35.042372",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.666375,35.042372
8281,A0374005F11,康村雅迪专卖店,克井镇渠马线盘谷寺站东北200米,13653910847,"112.600428,35.173914",二网,8：00-20：00,1,410000,419001,419001,河南省,济源市,济源市,112.600428,35.173914
8282,A0027006E01,三阳路雅迪专卖店,三阳路39号（交通银行旁）,15527763316,"114.317572,30.619796",一网,8：30-19：30,1,420000,420100,420102,湖北省,武汉市,江岸区,114.317572,30.619796
8283,A0027006E02,解放大道4S雅迪专卖店,解放大道1400号4S,15527763316,"114.317013,30.618234",一网,8：30-19：30,1,420000,420100,420102,湖北省,武汉市,江岸区,114.317013,30.618234
8284,A0027013E01,纸坊安居雅迪专卖店,纸坊安居乐园6号门面,02787016532,"114.3162001,30.58108413",一网,7：30-19：30,1,420000,420100,420115,湖北省,武汉市,江夏区,114.3162001,30.58108413
8285,A0027010E01,双凤大道雅迪专卖店2店,双凤大道中国人寿保险股份有限公司黄陂支公司对面,02785930760,"114.382928,30.880828",一网,8：00-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.382928,30.880828
8286,A0027010E02,双凤大道雅迪专卖店1店,双凤大道武汉前川电力工程有限公司电力门部对面,02785930760,"114.383022,30.8811",一网,8：00-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.383022,30.8811
8287,A0027010E03,双凤大道雅迪服务站,双凤大道雅迪专卖店527号,02785930760,"114.384374,30.880327",一网,8：00-18：30,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.384374,30.880327
8288,A0027010F01,五岭雅迪专卖店,五岭街土庙222号（中国邮政(土庙邮政支局古潭大道248号)往南面走100米）,13545096566,"114.24302,30.941602",二网,6：00-19：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.24302,30.941602
8289,A0027010F02,安兆镇雅迪专卖店,河口镇雅迪电动车（中国石油(河口镇)右斜对面100米）,13476108788,"114.442434,31.314965",二网,7：00-19：30,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.442434,31.314965
8290,A0027010F03,罗汉镇雅迪专卖店,罗汉镇龙兴街143号（罗汉小商品市场，人面对市场的左边）,13037127771,"114.313562,30.960148",二网,7：00-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.313562,30.960148
8291,A0027010F04,木兰镇雅迪专卖店,木兰湖镇木兰大道143号,02761550572,"114.468859,31.105409",二网,7：30-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.468859,31.105409
8292,A0027010F05,五湖镇雅迪专卖店,五湖镇梅教街多乐多超对面,18207171731,"114.421452,30.706485",二网,6：00-19：30,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.421452,30.706485
8293,A0027010F06,长岭镇雅迪专卖店,长岭镇明清街58号,13886153813,"114.358671,31.106232",二网,7：00-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.358671,31.106232
8294,A0027010F07,横店镇雅迪专卖店,横店镇老街（老新华书店-武汉黄陂前进大街142号右边15米）,15972003227,"114.303869,30.810833",二网,8：00-20：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.303869,30.810833
8295,A0027010F08,堰中街76号雅迪专卖店,长堰街堰中街76号（武汉农村商业银行(长堰支行)右边30米左右）,13307131680,"114.458753,31.010654",二网,7：30-18：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.458753,31.010654
8296,A0027010F09,方安集街北15号雅迪专卖店,方安集街北15号（武汉欣鸿叶服装厂(西南门)向右走20米）,02761621850,"114.21154,30.983605",二网,6：00-20：00,1,420000,420100,420116,湖北省,武汉市,黄陂区,114.21154,30.983605
8297,A0728009E03,东湖路雅迪专卖店2,天门东湖路,13997955218,"113.179161,30.663776",一网,8：00-18：00,1,420000,420100,429006,湖北省,武汉市,天门市,113.179161,30.663776
8298,A0714005E01,下陆大道雅迪专卖店,下陆大道35-8号,15172042632,"114.964777,30.179027",一网,8：00-18：00,1,420000,420200,420204,湖北省,黄石市,下陆区,114.964777,30.179027
8299,A0714008E01,兴国大道雅迪雅迪专卖店,兴国大道107-4号,18186387670,"115.222588,29.839335",一网,8：00-18：00,1,420000,420200,420222,湖北省,黄石市,阳新县,115.222588,29.839335
8300,A0714003E01,大冶大道雅迪专卖店,大冶大道67-26号,13971774317,"114.973817,30.101888",一网,8：00-18：00,1,420000,420200,420281,湖北省,黄石市,大冶市,114.973817,30.101888
8301,A0719001E01,车城南路雅迪专卖店1,车城南路46号,07198895628,"110.778828,32.614981",一网,8：00-18：00,1,420000,420300,420302,湖北省,十堰市,茅箭区,110.778828,32.614981
8302,A0719001E02,车城南路雅迪专卖店2,车城南路52号,07198895628,"110.778452,32.615032",一网,8：00-18：00,1,420000,420300,420302,湖北省,十堰市,茅箭区,110.778452,32.615032
8303,A0719010E01,城关镇彩虹城雅迪专卖店,城关镇彩虹城,13997803557,"110.436161,32.984787",一网,8：00-18：00,1,420000,420300,420322,湖北省,十堰市,郧西县,110.436161,32.984787
8304,A0719007E01,人民路雅迪专卖店2,人民路S305,15327946789,"110.233114,32.236994",一网,8：00-18：00,1,420000,420300,420323,湖北省,十堰市,竹山县,110.233114,32.236994
8305,A0719006E01,蒋家堰镇雅迪专卖店,蒋家堰镇下街头,15872696502,"109.598195,32.329189",一网,8：00-18：00,1,420000,420300,420324,湖北省,十堰市,竹溪县,109.598195,32.329189
8306,A0719006F01,关音阁路雅迪专卖店,城关镇关音阁路66号,13636206653,"109.732877,32.322163",二网,8：00-18：00,1,420000,420300,420324,湖北省,十堰市,竹溪县,109.732877,32.322163
8307,A0719002E01,东街口雅迪专卖店,房县东街口5号,13197279130,"110.748466,32.064514",一网,8：00-18：00,1,420000,420300,420325,湖北省,十堰市,房县,110.748466,32.064514
8308,A0719009E01,丹江大道雅迪专卖店,丹江大道999号 ,18971913322,"111.517295,32.543293",一网,8：00-18：00,1,420000,420300,420381,湖北省,十堰市,丹江口市,111.517295,32.543293
8309,A0717002F03,樵湖雅迪专卖店,樵湖二路,13545852800,"111.299586,30.730037",二网,8：00-18：00,1,420000,420500,420502,湖北省,宜昌市,西陵区,111.299586,30.730037
8310,A0717002E01,夷陵大道雅迪专卖店1,夷陵大道万寿桥派出所1店,07176854095,"111.324271,30.681265",一网,8：00-18：00,1,420000,420500,420502,湖北省,宜昌市,西陵区,111.324271,30.681265
8311,A0717002E02,夷陵大道雅迪专卖店2,夷陵大道万寿桥派出所2店,07176854095,"111.324272,30.681266",一网,8：00-18：00,1,420000,420500,420502,湖北省,宜昌市,西陵区,111.324272,30.681266
8312,A0717002F02,金猇路雅迪专卖店,猇亭区金猇路98号,18972519907,"111.435913,30.539603",二网,8：00-18：00,1,420000,420500,420505,湖北省,宜昌市,猇亭区,111.435913,30.539603
8313,A0717002F01,长江市场雅迪专卖店,小溪塔长江市场锦江东路,13177076161,"111.313154,30.772699",二网,8：00-18：00,1,420000,420500,420506,湖北省,宜昌市,夷陵区,111.313154,30.772699
8314,A0717009E01,南门路雅迪专卖店,南门路149号,13872547005,"111.652792,31.063557",一网,8：00-18：00,1,420000,420500,420525,湖北省,宜昌市,远安县,111.652792,31.063557
8315,A0717003E01,名都商业街雅迪专卖店,名都商业街中百仓储,13477832168,"111.451154,30.38429",一网,8：00-18：00,1,420000,420500,420581,湖北省,宜昌市,宜都市,111.451154,30.38429
8316,A0717005E01,长坂坡雅迪专卖店1,当阳市长坂坡166-10,13387260008,"111.809864,30.82317",一网,8：00-18：00,1,420000,420500,420582,湖北省,宜昌市,当阳市,111.809864,30.82317
8317,A0717005E02,长坂坡雅迪专卖店2,当阳市长坂坡214号玉阳三中,07173331568,"111.816929,30.819783",一网,8：00-18：00,1,420000,420500,420582,湖北省,宜昌市,当阳市,111.816929,30.819783
8318,A0717007E01,汽摩城雅迪专卖店,枝江市汽摩城,13197300369,"111.780749,30.43424",一网,8：00-18：00,1,420000,420500,420583,湖北省,宜昌市,枝江市,111.780749,30.43424
8319,A0717007F01,云长街雅迪专卖店,问安镇云长街75号,13972601139,"111.837693,30.529417",二网,8：00-18：00,1,420000,420500,420583,湖北省,宜昌市,枝江市,111.837693,30.529417
8320,A0710021E02,前进路雅迪服务站,前进路6号金城大酒店斜对面,15391602626,"112.149276,32.048489",一网,8：00-18：00,1,420000,420600,420606,湖北省,襄阳市,樊城区,112.149276,32.048489
8321,A0710021F01 ,米庄镇雅迪专卖店,派出所斜对面,18771552298,"112.173063,32.138746",二网,8：00-18：00,1,420000,420600,420606,湖北省,襄阳市,樊城区,112.173063,32.138746
8322,A0710021F02,伙牌镇郜马路雅迪专卖店,郜马路63号 卫生院西200米,13677109521,"112.137171,32.18463",二网,8：00-18：00,1,420000,420600,420606,湖北省,襄阳市,樊城区,112.137171,32.18463
8323,A0710021F03,黄龙镇雅迪专卖店,襄洪路西街,13114480056,"112.468911,31.977942",二网,8：00-18：00,1,420000,420600,420606,湖北省,襄阳市,樊城区,112.468911,31.977942
8324,A0710006E01,泰山路雅迪专卖店,城关镇泰山路口,13797608833,"111.651732,32.262735",一网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.651732,32.262735
8325,A0710006E02,双雄路雅迪专卖店,城关镇双雄路东方国际大酒店南侧,13797608833,"111.649925,32.263989",一网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.649925,32.263989
8326,A0710006F01,庙滩镇雅迪专卖店,庙滩镇夕照街菜市场正对面,13098450198,"111.754117,32.148375",二网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.754117,32.148375
8327,A0710006F02,冷集镇雅迪专卖店,冷集镇农行对面,15308674906,"111.60373,32.37325",二网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.60373,32.37325
8328,A0710006F03,大峪桥雅迪专卖店,谷城县G316(大峪桥街),15572466683,"111.52272,32.27571",二网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.52272,32.27571
8329,A0716006F04,盛康镇庙盛路雅迪专卖店,盛康镇庙盛路附近,13476428878,"111.555364,32.195103",二网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.555364,32.195103
8330,A0710006F05,水星台雅迪专卖店,水星台G316(福兰线),13697210895,"111.541263,32.279113",二网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.541263,32.279113
8331,A0710020E01,南大路雅迪专卖店,石花镇南大路石花大桥向北200米,13995726443,"111.475592,32.281833",一网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.475592,32.281833
8332,A0710020E02,武当东路雅迪专卖店,石花镇武当东路56号,13995726443,"111.479192,32.285746",一网,8：00-18：00,1,420000,420600,420625,湖北省,襄阳市,谷城县,111.479192,32.285746
8333,A0710013E01,大桥路雅迪专卖店,老河口市大桥路43号,15172625867,"111.681426,32.384929",一网,8：00-18：00,1,420000,420600,420682,湖北省,襄阳市,老河口市,111.681426,32.384929
8334,A0710013F01,仙人渡雅迪专卖店,仙人渡镇316国道莫家营小学,18727162378,"111.740528,32.225627",二网,8：00-18：00,1,420000,420600,420682,湖北省,襄阳市,老河口市,111.740528,32.225627
8335,A0710013F02,张集镇雅迪专卖店,张集镇X018,18727067388,"111.882033,32.358861",二网,8：00-18：00,1,420000,420600,420682,湖北省,襄阳市,老河口市,111.882033,32.358861
8336,A0710015E02,枣阳市襄阳路雅迪专卖店,枣阳市襄阳路80,13871624099,"112.751652,32.127061",一网,8：00-18：00,1,420000,420600,420683,湖北省,襄阳市,枣阳市,112.751652,32.127061
8337,A0710015F01,七方镇雅迪专卖店,七方镇汽车站对面,13972055088,"112.579916,32.210138",二网,8：00-18：00,1,420000,420600,420683,湖北省,襄阳市,枣阳市,112.579916,32.210138
8338,A0710015F02,寺沙路雅迪专卖店,吴店镇寺沙路S216宗申摩托车,13687299956,"112.776748,31.994295",二网,8：00-18：00,1,420000,420600,420683,湖北省,襄阳市,枣阳市,112.776748,31.994295
8339,A0710015F03,寺沙路太平大道雅迪专卖店,太平镇寺沙路太平大道,15897974679,"112.766648,32.285258",二网,8：00-18：00,1,420000,420600,420683,湖北省,襄阳市,枣阳市,112.766648,32.285258
8340,A0710015F04,兴隆发展大道雅迪专卖店,兴隆发展大道426号,13986339883,"112.911031,32.054308",二网,8：00-18：00,1,420000,420600,420683,湖北省,襄阳市,枣阳市,112.911031,32.054308
8341,A0710022E01,襄沙路雅迪专卖店,襄沙路52号,18571166117,"112.263642,31.710821",一网,8：00-18：00,1,420000,420600,420684,湖北省,襄阳市,宜城市,112.263642,31.710821
